id,RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE,target
4240,20364,70130,118595,118596,81476,118826,158101,118424,118828,1
4241,17308,17264,117961,118300,118825,118459,251992,249618,118461,1
4242,20292,46716,117929,117930,117941,117885,117913,117887,117888,1
4243,81340,51318,117961,118300,119890,118368,254718,117887,118486,1
4244,108208,20169,117961,118343,118660,117905,117906,290919,117908,1
4245,20222,18096,118256,118257,118623,280788,193644,292795,119082,0
4246,16022,13820,117961,118343,119796,120516,256206,120518,120519,1
4247,37350,16589,119920,119921,137107,118784,117906,290919,118786,0
4248,16443,15569,117961,117969,19666,179731,266846,117887,117973,1
4249,23921,2260,117961,118343,119598,120497,133686,118424,120499,1
4250,27124,7001,117961,118327,118933,128230,127596,4673,128231,1
4251,0,4583,117961,118413,120370,118784,240983,290919,118786,1
4252,20272,10092,117910,117911,117884,117885,117913,117887,117888,1
4253,31865,95428,91261,118026,118202,117905,117906,290919,117908,1
4254,107892,3966,117961,118343,122012,117905,117906,290919,117908,1
4255,35733,93627,91261,118026,119507,118321,117906,290919,118322,1
4256,74103,51058,117902,117903,134257,119962,168365,118205,119964,1
4257,7678,3281,117961,118225,119238,122849,120324,119095,122850,1
4258,4675,1080,117961,118327,118378,120618,304465,118643,120619,1
4259,27082,100547,118212,118213,119136,123670,232072,121916,123672,1
4260,31441,5093,117961,118446,124170,118396,233714,118398,118399,1
4261,69642,17002,5110,117954,117895,117899,117897,19721,117900,1
4262,78579,669,117961,118343,120722,118321,117906,290919,118322,1
4263,28149,28245,118315,118463,123089,118321,130219,290919,118322,1
4264,75477,25293,117961,118386,118317,128764,130802,118612,128765,1
4265,6725,6846,117961,117969,6725,179731,135770,117887,117973,1
4266,100946,1915,117961,118300,119181,118321,117906,290919,118322,1
4267,967,15389,117961,118225,122870,119928,129017,118331,119929,1
4268,75078,17460,117961,118052,118867,119928,310608,118331,119929,1
4269,15675,15406,117961,118225,118403,119351,257510,3130,119353,1
4270,73815,56744,117961,118386,118635,118685,262400,308574,118687,1
4271,75872,23347,117961,118052,119408,118685,279443,308574,118687,1
4272,25993,4088,117961,118300,118458,118728,223125,118295,118730,1
4273,20737,11305,117929,117930,117920,121067,229187,121069,121070,1
4274,79092,4950,117961,118343,118911,118826,257115,118424,118828,1
4275,39342,14731,117961,118446,118447,118321,117906,290919,118322,1
4276,75901,4929,117961,118300,118825,118826,226343,118424,118828,1
4277,32986,6751,117961,117969,6725,118777,241030,308574,118779,1
4278,80566,5697,117961,118386,118692,118784,117906,290919,118786,1
4279,34056,7389,117961,118386,118746,118451,152307,118453,118454,1
4280,278393,5186,118887,118888,124656,118912,309291,118424,118914,1
4281,42093,4951,117961,118343,120126,119433,133686,118424,119435,1
4282,79422,15642,117961,118386,118404,118530,278014,118131,118532,1
4283,76880,124316,118887,118888,118889,118863,120991,118398,118865,1
4284,75078,15886,117961,118052,120356,122067,237245,118424,122069,1
4285,42093,2437,118290,118291,19772,126085,253147,119221,126087,1
4286,36213,7032,117961,118052,118992,118259,287351,290919,118261,0
4287,20271,33591,117916,118011,117884,117885,117913,117887,117888,1
4288,79092,50976,117961,118413,119968,118784,117906,290919,118786,1
4289,75876,51733,119280,119281,117945,126684,193644,292795,126685,1
4290,23921,7915,117961,118300,118597,118834,127160,118424,118836,1
4291,79069,3838,117961,118225,119924,118321,117906,290919,118322,1
4292,115057,17394,117961,118413,122007,118321,117906,290919,118322,1
4293,5393,2610,117961,118327,121979,117905,117906,290919,117908,1
4294,75659,6453,125714,125715,118910,118784,229339,290919,118786,1
4295,43717,7284,91261,118026,118202,118321,117906,290919,118322,1
4296,80367,4588,117961,118225,118403,117905,117906,290919,117908,1
4297,80735,4757,118212,118213,118458,119849,290535,118638,119851,1
4298,18519,32242,117961,118327,121979,117905,117906,290919,117908,1
4299,40632,7455,117961,118343,118833,118784,290919,290919,118786,1
4300,43831,5899,117961,118327,120318,118841,152788,118643,118843,1
4301,41310,15409,117943,117944,117945,118274,207240,292795,118276,0
4302,16073,7578,117961,118343,120722,118784,117906,290919,118786,1
4303,22680,1806,117961,118413,122007,117905,117906,290919,117908,1
4304,22598,118619,117961,118343,119142,117905,117906,290919,117908,1
4305,838,21033,117961,118300,123749,119849,166593,118638,119851,1
4306,78532,23225,117961,118300,119984,120647,311441,118398,120649,1
4307,75242,67326,117910,117911,117912,118568,198040,19721,118570,1
4308,5173,55119,119062,119091,123125,134095,300136,118474,118475,1
4309,75477,3736,117961,118300,120059,118636,310589,118638,118639,1
4310,35968,5528,118887,118888,118979,118980,118981,118295,118982,1
4311,917,21033,117961,118300,123749,166592,166593,118638,166594,1
4312,79121,4375,117961,118343,120347,118422,300136,118424,118425,1
4313,28294,4565,117961,118386,121961,117905,117906,290919,117908,1
4314,73876,8008,117887,118178,118320,118321,117906,290919,118322,1
4315,20364,5288,119596,119597,149666,120357,149667,118424,120359,1
4316,102699,93627,91261,118026,119507,118321,117906,290919,118322,1
4317,99208,25262,117961,118327,118320,307024,159162,118331,118332,1
4318,39600,16687,119134,119135,120054,118702,181001,118704,118705,1
4319,28586,5119,117961,118300,119890,120006,133833,118424,120008,1
4320,42768,53130,117935,117936,117878,118568,173062,19721,118570,1
4321,20281,14302,117916,117917,118599,179731,118625,117887,117973,1
4322,14570,13262,118219,118220,118221,117899,117897,19721,117900,1
4323,39264,51781,119280,119281,118623,118995,136748,292795,118997,1
4324,79092,1541,117961,118225,123173,119093,120324,119095,119096,1
4325,25570,3242,117961,118343,118514,117905,117906,290919,117908,1
4326,32270,8229,117961,118300,28618,119351,149246,3130,119353,1
4327,78422,18236,117961,118052,120304,307024,129630,118331,118332,1
4328,33230,15967,117961,118300,124942,118321,240983,290919,118322,1
4329,7678,5228,119596,119597,168533,120789,301124,118424,120791,1
4330,78555,36144,117961,118300,124816,118685,126297,308574,118687,1
4331,86156,7455,117961,118343,118833,118784,129054,290919,118786,1
4332,20292,22356,117926,118266,117920,121067,229187,121069,121070,1
4333,40338,1411,117902,117903,118437,118958,118959,118960,118961,1
4334,27178,100,120140,120141,142145,117905,156948,290919,117908,1
4335,86321,1325,117961,117962,118910,117905,240983,290919,117908,1
4336,15714,15395,118256,118257,118575,123670,212510,121916,123672,1
4337,14354,50634,118163,118164,117878,117879,117879,19721,117880,1
4338,13878,50495,117910,117911,117941,118568,142278,19721,118570,1
4339,74593,3889,117961,118386,121668,118685,279443,308574,118687,1
4340,6725,6730,118290,118291,6725,123408,124197,6725,123410,1
4341,57530,783,117961,118413,120584,128230,302830,4673,128231,1
4342,16639,4264,118887,118888,118979,118980,199144,118295,118982,1
4343,115352,93627,91261,118026,119507,118321,117906,290919,118322,1
4344,36112,8698,120864,120865,119824,117905,117906,290919,117908,1
4345,73756,58865,117961,118446,119064,120097,139690,270488,120099,1
4346,4673,13836,119920,119921,142145,128230,302830,4673,128231,0
4347,80452,1614,117961,118327,118507,118747,130134,118453,118749,1
4348,38470,4121,118003,118004,117878,117879,117879,19721,117880,1
4349,37008,74967,117961,117962,117904,118368,118368,117887,118486,1
4350,75078,27384,91261,118026,121533,124144,121534,124145,124146,1
4351,42085,5030,117961,118343,120126,119433,133686,118424,119435,1
4352,15022,50997,117961,118052,120539,117905,117906,290919,117908,1
4353,43302,7284,91261,118026,118202,118321,117906,290919,118322,0
4354,17308,4823,117961,118343,121710,307024,132719,118331,118332,1
4355,0,71215,117961,118386,118404,118784,118785,290919,118786,0
4356,20364,7029,117961,117962,120677,120357,149187,118424,120359,1
4357,42305,42034,117961,118386,118522,120690,120691,290919,120692,1
4358,32642,46663,118256,118257,118623,118995,286106,292795,118997,1
4359,20279,19132,117916,118011,118599,179731,163899,117887,117973,1
4360,19998,3437,118573,118574,118042,118043,129731,270488,118046,1
4361,19975,16974,117961,118300,119195,117905,117906,290919,117908,1
4362,28515,71279,118219,118220,118221,117899,117897,19721,117900,0
4363,42085,49850,117961,118413,122007,118259,118260,290919,118261,1
4364,838,1466,117961,118300,123749,125010,157062,118424,125012,1
4365,42085,4110,119596,119597,118292,138137,177534,118424,138139,1
4366,17308,4375,117961,118343,120347,118422,300136,118424,118425,1
4367,3719,7339,117961,118300,118360,124194,130884,118363,124196,1
4368,42093,15412,117961,118343,127705,119849,127706,118638,119851,1
4369,75321,25237,117961,117962,118910,117905,117906,290919,117908,1
4370,25442,31158,5110,117954,117895,118568,281735,19721,118570,1
4371,23965,3993,117961,118343,120126,119433,133686,118424,119435,1
4372,79092,33,117961,118413,119968,118636,254249,118638,118639,1
4373,35042,671,117961,117962,118352,118321,240983,290919,118322,1
4374,34039,21303,117961,118300,119890,307024,152866,118331,118332,1
4375,18418,200077,118725,118726,119076,118834,140820,118424,118836,1
4376,17308,17612,117961,118343,119598,120006,310997,118424,120008,1
4377,21307,7426,117961,118225,119238,122849,120324,119095,122850,1
4378,20231,15557,119280,119281,117945,118129,132803,118131,118132,0
4379,76860,2818,119062,119091,6104,118747,130134,118453,118749,1
4380,80500,5220,117961,118300,118458,120006,303717,118424,120008,1
4381,14666,4642,117961,118225,120551,118685,279443,308574,118687,1
4382,23096,111559,117961,118225,119824,118702,129851,118704,118705,1
4383,79121,234958,118290,118291,120026,118422,233456,118424,118425,1
4384,74892,7408,117961,117962,118352,118321,117906,290919,118322,1
4385,39883,17640,117961,118052,118706,118318,168365,118205,118319,1
4386,34433,69225,117961,118052,118821,117905,117906,290919,117908,1
4387,79454,7069,117961,118386,123844,118784,117906,290919,118786,1
4388,43425,2017,117961,118327,121645,117905,287626,290919,117908,0
4389,27124,1810,117961,118327,120559,118641,306399,118643,118644,1
4390,37697,28275,118315,118463,123089,118784,130219,290919,118786,1
4391,75834,3944,117961,118343,139876,117905,117906,290919,117908,1
4392,20299,14674,11146,118491,117920,118568,163031,19721,118570,1
4393,1281,1249,117961,117962,118910,118368,118368,117887,118486,1
4394,42085,20543,118169,118170,118556,117946,125711,292795,117948,1
4395,39252,25767,118006,118007,117941,118568,292195,19721,118570,1
4396,80935,5317,117961,118300,118825,120344,152816,118424,120346,1
4397,43770,19832,117961,118327,123901,118321,117906,290919,118322,0
4398,79328,1558,117961,118300,120312,118792,185973,118424,118794,1
4399,5112,27067,117961,118300,118395,123067,300044,118398,123068,1
4400,44987,46503,120140,120141,121589,120952,120953,118453,120954,1
4401,16176,122272,117961,118225,122273,117905,117906,290919,117908,1
4402,31441,7520,117961,118343,124725,118321,117906,290919,118322,1
4403,40252,7553,117961,118225,118403,118321,117906,290919,118322,1
4404,105062,52417,117961,117962,118791,118396,300044,118398,118399,1
4405,43696,8686,117961,118327,119830,118321,117906,290919,118322,1
4406,45784,122272,117961,118225,122273,118321,240983,290919,118322,1
4407,80859,8030,117961,286791,286792,117905,117906,290919,117908,0
4408,33054,5001,117961,118300,123007,118826,257115,118424,118828,1
4409,20666,15387,117887,118178,118575,119849,212678,118638,119851,1
4410,35407,771,117961,118300,120722,118784,213944,290919,118786,1
4411,18913,27518,117929,117930,119569,179731,186533,117887,117973,0
4412,32270,4998,117961,118343,119598,118980,146026,118295,118982,1
4413,15369,13820,117961,118343,119796,120516,256206,120518,120519,1
4414,76832,30533,91261,118026,119507,123045,123107,120518,123047,1
4415,90377,4199,117961,118225,118403,118321,117906,290919,118322,1
4416,34498,310793,120342,120343,119076,118834,124426,118424,118836,1
4417,79092,4828,117961,118343,118395,118890,125128,118398,118892,1
4418,32622,8229,117961,118300,121305,117905,117906,290919,117908,1
4419,7543,190,117961,118413,121639,118321,117906,290919,118322,1
4420,15022,3967,117961,118052,118706,117905,117906,290919,117908,1
4421,38704,59507,117916,118011,117912,117885,117913,117887,117888,1
4422,17183,5540,117961,118300,123472,118321,117906,290919,118322,1
4423,81259,101792,117961,118386,120677,123670,305057,121916,123672,1
4424,1020,79603,117961,118386,125884,122860,293990,3130,122862,1
4425,35451,7426,117961,118225,119238,122849,120324,119095,122850,1
4426,25989,22504,117961,118300,123055,120344,128788,118424,120346,1
4427,69390,3526,117961,118225,120323,119093,121698,119095,119096,1
4428,31450,18680,91261,118026,118202,117905,117906,290919,117908,1
4429,312130,54618,117961,118052,118821,118321,117906,290919,118322,0
4430,18072,32795,118256,118257,118623,118995,286106,292795,118997,0
4431,36646,12257,117978,117979,117912,117879,117886,19721,117880,1
4432,25241,54303,117961,118327,118492,118747,125738,118453,118749,1
4433,28082,1012,117961,118225,119924,118321,117906,290919,118322,1
4434,27161,27897,118106,118107,117884,118568,281735,19721,118570,0
4435,81522,28275,118315,118463,123089,119849,122058,118638,119851,1
4436,31671,18046,117961,118300,118783,118321,117906,290919,118322,1
4437,76890,1311,117961,117962,117904,128230,302830,4673,128231,1
4438,39863,2017,117961,118327,121645,124886,147144,118643,124888,1
4439,278393,51301,118290,118291,121108,118293,118294,118295,118296,1
4440,14354,4135,117890,118102,117878,117899,123862,19721,117900,1
4441,79160,858,117961,118327,118529,122129,168451,121916,122131,1
4442,1937,2068,117980,118076,131868,128093,276422,119184,128095,1
4443,32270,4950,117961,118343,118911,118912,309291,118424,118914,1
4444,39879,15961,119280,119281,118623,126684,122534,292795,126685,1
4445,20897,13544,117961,118343,119796,120628,278014,118131,120629,1
4446,79422,73833,118315,118463,118404,118321,117906,290919,118322,1
4447,4675,2612,117961,118327,123901,117905,117906,290919,117908,1
4448,79092,13800,117961,118225,118403,118685,126297,308574,118687,1
4449,42093,820,117961,118300,123719,118321,118406,290919,118322,1
4450,40237,3267,117961,118052,121949,120097,174445,270488,120099,1
4451,73756,17227,117961,118343,118979,120006,255097,118424,120008,1
4452,13878,2518,117961,118300,19772,132096,266851,119095,132098,1
4453,28934,13812,117961,118225,118320,118784,118785,290919,118786,1
4454,80751,85475,117961,118300,120410,118784,117906,290919,118786,1
4455,75272,5253,118887,118888,120126,118980,188371,118295,118982,1
4456,79092,49802,117961,118343,118514,118321,124844,290919,118322,1
4457,79092,21083,118106,118107,117941,117879,117886,19721,117880,1
4458,41460,9959,118742,118743,117920,118568,127564,19721,118570,1
4459,16988,4403,118315,118316,129128,118636,126747,118638,118639,1
4460,16232,5919,117961,118446,16232,118784,121873,290919,118786,1
4461,27309,15945,118290,118291,121617,124799,152247,121620,124801,1
4462,42999,24340,117916,118011,117884,117879,117886,19721,117880,1
4463,78311,71962,117932,117933,117878,117879,117913,19721,117880,1
4464,75901,52736,119596,119597,118911,120789,171744,118424,120791,1
4465,43207,83216,91261,118026,118317,118278,118260,290919,118279,1
4466,78694,16701,117961,118300,118458,118293,118302,118295,118296,1
4467,75834,5115,117961,118300,118631,119928,219829,118331,119929,1
4468,79363,21033,117961,118300,123749,119849,166593,118638,119851,1
4469,37651,11988,118742,118743,117941,117879,117897,19721,117880,1
4470,78287,46224,117961,118327,118378,120952,143223,118453,120954,1
4471,41458,7595,118990,118991,118992,123737,276340,118960,123738,1
4472,75078,8368,91261,118026,118202,118321,117906,290919,118322,1
4473,45143,17618,117961,118052,126137,133718,121386,124136,133719,1
4474,4675,3917,117961,118300,121405,118321,240983,290919,118322,1
4475,2377,3071,120864,120865,139897,184274,310016,151277,184276,1
4476,25993,5225,117961,118300,118458,120006,311622,118424,120008,1
4477,44300,5659,117961,118300,124725,117905,117906,290919,117908,1
4478,927,16971,117961,118343,119993,125793,125794,118643,125795,1
4479,22680,3869,117961,118225,120050,118321,117906,290919,118322,1
4480,79328,21261,117961,117969,118970,118890,148662,118398,118892,1
4481,312088,15781,117961,118300,118395,118890,305057,118398,118892,1
4482,35625,310697,117961,118343,118856,117905,117906,290919,117908,1
4483,4675,2270,117961,118413,277693,120773,155692,118960,120774,1
4484,76799,2594,117961,118300,120410,128230,302830,4673,128231,0
4485,109469,25293,117961,118386,118317,128764,130802,118612,128765,1
4486,15739,2003,118441,118442,118378,119192,208460,119184,119194,1
4487,80992,49696,117961,118052,120096,117905,117906,290919,117908,1
4488,25328,7393,117902,117903,120428,117905,117906,290919,117908,1
4489,21741,7252,117961,117962,118352,117905,117906,290919,117908,1
4490,4605,771,117961,118300,120722,118321,118448,290919,118322,1
4491,80473,3136,117961,118343,118856,118451,130134,118453,118454,1
4492,25993,994,117961,118300,120312,120516,123107,120518,120519,1
4493,79092,53027,118602,118603,117920,119192,128322,119184,119194,1
4494,35068,58526,117890,117891,117878,118568,292195,19721,118570,1
4495,32270,4857,117961,118343,119598,118834,127160,118424,118836,1
4496,80564,70264,117961,118343,118437,118523,311622,118331,118525,1
4497,19842,15791,117961,118225,120663,119849,282370,118638,119851,1
4498,79092,7553,117961,118225,118403,118321,117906,290919,118322,1
4499,79092,19986,117961,118225,118403,120773,231754,118960,120774,1
4500,34832,6216,117961,118052,118328,124886,306399,118643,124888,1
4501,73118,27104,117961,118327,118507,118890,138290,118398,118892,1
4502,73876,7807,117961,118327,118518,118043,118756,270488,118046,1
4503,18072,51755,119280,119281,118754,280788,280788,292795,119082,0
4504,17308,4100,118290,118291,124668,118728,303050,118295,118730,1
4505,33054,70130,118595,118596,81476,118826,158101,118424,118828,1
4506,33151,5242,117961,118052,120671,120357,120065,118424,120359,1
4507,969,1383,121005,121006,118575,122129,164523,121916,122131,1
4508,89850,4576,117961,118327,118391,123045,123107,120518,123047,1
4509,40867,15567,117961,118052,121667,118536,118537,308574,118539,1
4510,23990,4084,117961,118052,118992,118321,240983,290919,118322,0
4511,3853,15967,117961,118300,124942,118321,240983,290919,118322,1
4512,38751,34608,117961,118327,118320,118321,117906,290919,118322,1
4513,79821,71215,117961,118386,118404,118321,117906,290919,118322,0
4514,7543,3032,118212,118213,123201,117905,125206,290919,117908,1
4515,79299,7683,117887,118178,117945,123670,305057,121916,123672,1
4516,42085,15902,117961,118052,120398,118834,136989,118424,118836,1
4517,919,1397,117961,118300,120722,118784,117906,290919,118786,1
4518,5728,46254,117961,118327,126310,124886,123881,118643,124888,1
4519,76465,1214,119134,119135,120171,120647,217406,118398,120649,1
4520,22282,53129,117935,117936,117878,118568,118568,19721,118570,1
4521,20701,51127,117961,118446,120368,118321,117906,290919,118322,1
4522,5173,5278,118887,118888,125440,120006,303717,118424,120008,1
4523,25993,4466,117961,118300,118360,118054,118054,117887,118055,1
4524,33212,2908,117961,118343,118979,118834,133686,118424,118836,1
4525,28149,4831,117961,118052,118706,119928,161806,118331,119929,1
4526,74001,79834,118090,118091,117884,117885,117913,117887,117888,1
4527,14570,11987,118006,118007,118008,117879,117897,19721,117880,1
4528,75834,5730,117961,118446,119598,120578,137493,118762,120580,1
4529,16636,221,117961,118413,120370,118321,117906,290919,118322,1
4530,45444,1652,117961,118327,118507,179731,169009,117887,117973,1
4531,74754,5196,117961,118052,121949,118636,167617,118638,118639,1
4532,25284,44917,117961,117962,118450,119192,126438,119184,119194,1
4533,36463,15503,118573,118574,118042,118043,139383,270488,118046,1
4534,6689,7285,117961,118225,118403,120611,221283,249618,120613,1
4535,16773,3526,117961,118225,120323,122849,122849,119095,122850,1
4536,3853,3889,117961,118386,121883,117905,117906,290919,117908,1
4537,6977,744,117961,118300,120722,118321,117906,290919,118322,1
4538,74995,70186,117961,117969,19666,118890,127642,118398,118892,1
4539,16512,51086,117961,118343,118856,117905,240983,290919,117908,1
4540,38719,56591,118079,118080,117878,117879,127126,19721,117880,0
4541,42031,28290,118315,118463,123089,118685,256634,308574,118687,1
4542,16241,6217,117961,118327,118328,123651,121927,118467,123652,1
4543,75272,4155,117961,118300,118301,120006,259215,118424,120008,1
4544,15739,2199,4292,126095,118378,179731,179731,117887,117973,1
4545,22484,13767,117961,117969,118970,118396,160046,118398,118399,1
4546,6690,48502,117961,118225,118403,117905,172635,290919,117908,1
4547,43748,21009,117961,118343,149210,118207,174445,270488,118209,1
4548,75078,3872,117961,118386,118522,118321,123513,290919,118322,1
4549,29100,3606,118169,118170,118179,126684,204891,292795,126685,0
4550,4675,7370,117961,118413,118481,117905,172635,290919,117908,1
4551,80497,5021,117961,118300,118458,118293,118302,118295,118296,1
4552,28083,1350,117961,118052,120096,118321,117906,290919,118322,1
4553,45856,70243,183723,119256,118492,118451,125738,118453,118454,1
4554,75472,6999,117961,118343,121747,118321,240983,290919,118322,1
4555,78872,27863,117959,117960,117920,118568,117897,19721,118570,0
4556,78287,46224,117961,118327,118378,120952,130134,118453,120954,1
4557,30835,2710,118290,118291,120823,118396,308262,118398,118399,1
4558,23978,13798,117961,118446,123858,122645,234301,119221,122647,1
4559,6977,770,117961,118300,120722,118747,130134,118453,118749,1
4560,79092,43994,117961,117962,118791,307024,306404,118331,118332,1
4561,23498,13838,117961,117969,130192,120621,151261,19793,120623,1
4562,36332,1140,117961,117962,118352,118321,240983,290919,118322,1
4563,16767,124925,117961,118225,122273,118321,118448,290919,118322,1
4564,33642,11988,118742,118743,117941,118568,121756,19721,118570,1
4565,42085,70128,118595,118596,81476,118834,153821,118424,118836,1
4566,34797,7807,117961,118327,118518,118043,118756,270488,118046,1
4567,17278,140260,118163,119075,119076,118834,311236,118424,118836,1
4568,17226,4828,117961,118343,118395,118890,125128,118398,118892,1
4569,80440,6481,117961,118343,123454,118321,197093,290919,118322,1
4570,17249,15390,117961,118300,120026,118054,118054,117887,118055,1
4571,117278,32457,117961,118327,118320,117905,117906,290919,117908,1
4572,73229,7514,117961,118300,118783,120690,168373,290919,120692,1
4573,27323,3281,117961,118225,120323,120591,120592,119095,120593,1
4574,99562,14731,117961,118446,118447,118321,117906,290919,118322,1
4575,5372,3023,117961,118343,122012,117905,240983,290919,117908,1
4576,80780,3225,117961,118327,118929,118321,117906,290919,118322,0
4577,52683,13401,118953,118954,117920,120132,133508,120134,120135,1
4578,15805,7389,117961,118386,118746,118747,239652,118453,118749,1
4579,4675,8553,119062,119091,118514,117905,117906,290919,117908,1
4580,80727,2270,117961,118413,120584,118958,118959,118960,118961,1
4581,27416,69198,118953,118954,117920,122142,122142,19721,122143,1
4582,36569,1412,117902,118041,119181,120952,122352,118453,120954,1
4583,78270,7424,5110,117954,122672,130857,125539,308574,130858,1
4584,22682,5189,117961,118300,118458,307024,133833,118331,118332,1
4585,73536,49655,117961,118446,122550,118784,117906,290919,118786,1
4586,74310,3120,117961,118300,120312,120313,120314,118424,120315,1
4587,75179,27214,117961,118386,125016,307024,155696,118331,118332,1
4588,20294,11529,117929,117940,117941,117885,117913,117887,117888,1
4589,78176,7287,117961,117962,119223,118278,118260,290919,118279,1
4590,80703,20170,117961,118413,120526,118777,279443,308574,118779,1
4591,25886,26312,138798,138799,120539,118321,117906,290919,118322,1
4592,79092,1755,117961,117962,119223,125793,137422,118643,125795,1
4593,42376,52916,117890,118102,117878,118568,120877,19721,118570,1
4594,74261,17669,117961,118300,118514,117905,117906,290919,117908,1
4595,37138,131441,117961,118343,119598,119433,133686,118424,119435,1
4596,42654,17616,117961,118225,120054,118702,122081,118704,118705,1
4597,71931,17789,117961,118052,119986,118784,121556,290919,118786,1
4598,23096,52224,117902,118041,118042,118043,118044,270488,118046,1
4599,75834,4413,117961,118343,118833,117905,290878,290919,117908,1
4600,80586,2983,117961,118343,118700,117905,240983,290919,117908,1
4601,38439,53348,117961,117969,118970,118396,122194,118398,118399,1
4602,32634,4511,117961,118300,119181,117905,240983,290919,117908,0
4603,42085,3753,117961,118300,118360,118636,310589,118638,118639,1
4604,31640,50976,117961,118413,119968,118784,117906,290919,118786,1
4605,75078,28253,118315,118463,123089,118777,221543,308574,118779,1
4606,3853,9597,117961,118446,120317,129561,134531,3130,129563,1
4607,28441,3332,117961,118343,121747,118321,117906,290919,118322,1
4608,16443,3526,117961,118225,120323,119093,121698,119095,119096,1
4609,23921,4110,119596,119597,118292,118422,191064,118424,118425,1
4610,79299,15530,118573,118574,117945,280788,158910,292795,119082,0
4611,33111,4642,117961,118225,120551,117905,117906,290919,117908,1
4612,30583,46614,118573,118574,117945,280788,280788,292795,119082,1
4613,19945,3053,117961,118225,120663,124886,132017,118643,124888,1
4614,41470,1540,117961,118343,123125,118536,118536,308574,118539,1
4615,80136,70142,117902,117903,118635,159787,118959,119695,159789,1
4616,41340,16589,119920,119921,137107,118784,117906,290919,118786,1
4617,39476,3838,117961,118225,119924,117905,117906,290919,117908,1
4618,6977,124925,117961,118225,122273,118784,147114,290919,118786,1
4619,15699,83934,138798,138799,120539,118641,253938,118643,118644,1
4620,32292,2174,118256,118257,118450,121372,268307,119184,121374,1
4621,32634,7016,117961,118300,119181,118321,117906,290919,118322,1
4622,20271,25983,117916,117917,118599,179731,160757,117887,117973,1
4623,189629,16922,117961,117962,118501,118784,124402,290919,118786,1
4624,35528,5649,117961,118446,118684,118760,118761,118762,118763,1
4625,972,4819,118290,118291,118292,118293,118294,118295,118296,1
4626,43327,97915,118582,118583,128742,118811,189063,19793,118813,1
4627,42085,119074,118163,119075,119076,118834,124426,118424,118836,1
4628,80549,17713,117961,118225,122273,118784,147114,290919,118786,1
4629,7678,15409,117943,117944,117945,118274,207240,292795,118276,1
4630,71430,7011,117961,118327,120685,117905,117906,290919,117908,1
4631,45904,14289,118602,118603,117941,118568,118568,19721,118570,1
4632,42388,15887,117961,118052,120356,120357,310997,118424,120359,1
4633,37328,1600,117961,118327,118507,118890,311441,118398,118892,1
4634,39447,3936,117943,117944,117945,118274,299258,292795,118276,1
4635,17308,17451,117961,118052,126137,126138,252926,124136,126140,1
4636,79815,7553,117961,118225,118403,118321,117906,290919,118322,1
4637,80505,51269,117961,118300,118360,120812,159700,118638,120814,1
4638,79275,30533,91261,118026,119507,123045,123107,120518,123047,1
4639,79276,1954,117961,117962,118501,120702,308462,118504,120704,1
4640,20279,58707,117916,118011,117884,117885,117913,117887,117888,1
4641,77098,6870,117978,119216,117941,117885,117913,117887,117888,1
4642,75338,4622,118212,118580,117878,133111,125539,118870,133113,1
4643,4675,7560,117961,118300,119195,117905,117906,290919,117908,1
4644,37439,3225,117961,118327,118929,118685,279443,308574,118687,1
4645,2341,169,117961,118413,121639,117905,287626,290919,117908,1
4646,86523,5636,117961,118413,122007,118784,124402,290919,118786,1
4647,35625,4004,117961,118343,118856,118321,117906,290919,118322,1
4648,16116,252252,117902,117903,118437,122129,305057,121916,122131,1
4649,42093,4110,119596,119597,118292,118422,191064,118424,118425,1
4650,35134,3242,117961,118343,118514,118321,117906,290919,118322,1
4651,3130,12264,117929,117940,117920,117885,117913,117887,117888,1
4652,16271,5649,118290,118291,118684,124305,124306,118762,124307,1
4653,79092,59267,117961,117962,120924,120418,301534,249618,120419,1
4654,32985,44022,117961,117962,122215,118321,160543,290919,118322,0
4655,79296,7445,117961,118343,122299,118054,305057,117887,118055,1
4656,20897,71189,117961,118386,121883,118318,168365,118205,118319,1
4657,34817,26321,117961,118327,118320,118784,240983,290919,118786,1
4658,4675,1412,117902,117903,120722,118451,130134,118453,118454,1
4659,25993,160017,118725,118726,119076,120789,124626,118424,120791,1
4660,80893,5604,117961,118343,119598,118958,159709,118960,118961,1
4661,75834,4500,117961,118052,118881,118321,240983,290919,118322,1
4662,33054,13864,117961,118446,123858,119849,282370,118638,119851,1
4663,25546,16371,117961,118446,118684,118321,117906,290919,118322,1
4664,45481,2260,117961,118343,119598,118834,133686,118424,118836,1
4665,40713,17835,117961,118225,118403,118451,141500,118453,118454,1
4666,917,1412,117902,117903,120722,118451,130134,118453,118454,1
4667,14354,98683,117975,117976,117941,118568,281735,19721,118570,1
4668,79309,15383,117961,118343,127168,118396,300044,118398,118399,1
4669,74995,7411,117961,118386,118746,118451,126089,118453,118454,1
4670,80005,1146,117961,118225,120663,118321,117906,290919,118322,0
4671,35524,7320,5110,117954,122672,128197,273102,119772,128199,1
4672,39600,249,117961,118225,118403,117905,117906,290919,117908,1
4673,42323,84891,120342,120343,118631,118321,125684,290919,118322,1
4674,6977,3023,117961,118343,122012,117905,240983,290919,117908,1
